Title,Description,Topic,Video ID,URL,Views
Contraceptive methods | PSM lecture | Community Medicine lecture | PSM made easy | PSM revision,Notes - https://drive.google.com/file/d/1nBhmdVRoMW4SXm9UObNboThkZ_gADnwJ/view?usp=drivesdk In this video i have ...,Health and medicine,0spCKJwnKTU,https://www.youtube.com/watch?v=0spCKJwnKTU,106417
SSLC Christmas Exam Mathematics | 60+ Marks നേടാൻ ഈ Video കണ്ടാൽ മതി | Xylem SSLC,sslcchristmasexam #xylemsslc #sslcmaths 💥Join our Asthra batch and turn your SSLC dreams into a glorious reality💥 👉🏻 Join ...,Mathematics,d6sz-MNXXn4,https://www.youtube.com/watch?v=d6sz-MNXXn4,131695
Selling Snacks At School 🤑💸🍫 #money  #business  #finance  #entrepreneur  #shorts,Ever wondered what it's like to run a snack empire at school? Join me as I spill the beans (and maybe a few crumbs) on how I ...,Business and finance,mkcRmt3SA50,https://www.youtube.com/watch?v=mkcRmt3SA50,11732
बिना पेन उठाये 😱| Square Trick | Maths Tricks | Simplification Tricks | #shorts #short #shortvideo,बिना पेन उठाये 😱| Square Trick | Maths Tricks | Simplification Tricks | #shorts #short #shortvideo square trick square ...,Mathematics,VHWvgKWw0dg,https://www.youtube.com/watch?v=VHWvgKWw0dg,1544952
Rich people’s secret 🤫 #money #rich #richlifestyle #finance #investing #bank,,Business and finance,t5ToIydQYvk,https://www.youtube.com/watch?v=t5ToIydQYvk,1889
Personal Development Tips By Krishna Arora || Achievers Club || Forever Living Products,Personal Development Tips By Krishna Arora || Achievers Club || Forever Living Products #personaldevelopment #krishnaarora ...,Personal development,aVgw5YupLuA,https://www.youtube.com/watch?v=aVgw5YupLuA,11936
Dream big start small act now #business #finance #investing,,Business and finance,0HFn7yfvY8U,https://www.youtube.com/watch?v=0HFn7yfvY8U,419
Inflammatory response | Human anatomy and physiology | Health &amp; Medicine | Khan Academy,Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now: ...,Health and medicine,FXSuEIMrPQk,https://www.youtube.com/watch?v=FXSuEIMrPQk,1860192
Our Passion for Practicing Medicine,"Physicians from Mount Sinai Doctors Palm Beach, part of the Mount Sinai Health System in New York, talk about what makes their ...",Health and medicine,TGAxdxZzCvM,https://www.youtube.com/watch?v=TGAxdxZzCvM,66593
CRUSH huge drums with atmospheric pressure! 🛢️✊ #shorts #science,"A small amount of water in the drum is heated up; it generates steam, which fills the drum. Then, the drum is sealed, trapping the ...",Science,A3524wNjxHk,https://www.youtube.com/watch?v=A3524wNjxHk,23081385
5 Best Business Majors in College! #shorts,,Business and finance,cuPeHkpTdQM,https://www.youtube.com/watch?v=cuPeHkpTdQM,433317
KVS 12 Feb 2023 Paper Analysis | TGT Pedagogy Questions by Himanshi Singh,"Free CTET/KVS Notes Link by Himanshi Singh: https://bit.ly/3hsN4EI KVS Website Link to fill the PRT, TGT, and PGT form: ...",Education and Pedagogy,emTiu8Gr0l8,https://www.youtube.com/watch?v=emTiu8Gr0l8,254518
Science के कुछ मजेदार Magic Tricks | Logical Facts | #shorts #ytshorts,Video Credit:- @VisioNil Full Video:- https://youtu.be/cm5ybJ1_6Qw Related Queries:- science experiment tricks science project ...,Science,sOWOZEUWb7o,https://www.youtube.com/watch?v=sOWOZEUWb7o,926576
Problem with Computer Science🤯🤯#jee #jee2025 #computerscience #cse #computer #engineering #btech,Problem with Computer Science    #jee #jee2025 #computerscience #cse #computer #engineering #btech.,Computer Science and technology,mlB2UBmmQpY,https://www.youtube.com/watch?v=mlB2UBmmQpY,18424
Reject Chesthe Assalu Nacchadhu!!!! | #telugushorts #podcast,telugupodcast #businesspodcast #rawtalks #vamshikurapati #rawtalkswithvk #podcastintelugu #vkpodcast Why Telugu Podcast ?,Personal development,Es0mudNWEnM,https://www.youtube.com/watch?v=Es0mudNWEnM,76914
"Just 3 Steps, a Coke🥤 Turns Itself into a Smoothie🧊!!",Focus on sharing interesting and fun scientific knowledge and cultivate children's interest in science. We are【Science ...,Science,nzyouIRekUI,https://www.youtube.com/watch?v=nzyouIRekUI,46242888
The most powerful tool for personal development is self inquiry.,,Personal development,a40GWmvtKEI,https://www.youtube.com/watch?v=a40GWmvtKEI,134
Best Colleges and Courses for Arts/Humanities Students in Canada 2022,Apply : If you are prepared and have done your IELTS - Start your College or University Application through Check Check ...,Arts and Humanities,B_eb2fInSN4,https://www.youtube.com/watch?v=B_eb2fInSN4,103415
What if English was a Tonal Language?,,languages,THXv5_IDUdE,https://www.youtube.com/watch?v=THXv5_IDUdE,781092
Vitamins | Supplements | Hair skin and nail vitamins | Vitamin c supplement,,Health and medicine,pWrV-o85hDg,https://www.youtube.com/watch?v=pWrV-o85hDg,1393147
In Simple Words: Pedagogy #nepali  #teachers #education,,Education and Pedagogy,dgpsKYs2ogs,https://www.youtube.com/watch?v=dgpsKYs2ogs,459
The only way to start self improvement,"The only way to start self improvement. This video is about how to get motivated, stay disciplined, be productive and ultimately ...",Personal development,xhBXlJ3VTgg,https://www.youtube.com/watch?v=xhBXlJ3VTgg,75751
Day 15 - GnG | Business studies | CH - 9 | Financial Management | Class 12,Day 15 - GnG | Business studies | CH - 9 | Financial Management | Class 12 Subscribe Our Channels – Rajat Arora ...,Business and finance,vpocHUpeuO8,https://www.youtube.com/watch?v=vpocHUpeuO8,252127
LET FOOD BE THY MEDICINE,"In collaboration with the UC San Diego Center for Integrative Nutrition, the Berry Good Food Foundation convenes a panel of ...",Health and medicine,p79D6u-6pN4,https://www.youtube.com/watch?v=p79D6u-6pN4,14981798
Math questions shorts tricks 📚 IAS interview questions shorts ias gk questions #ias #ips #shorts,Math questions shorts tricks 📚 IAS interview questions shorts ias gk questions #ias #ips #shorts #ias #ips #gktoday #mathematics ...,Mathematics,cg8FnNge7X4,https://www.youtube.com/watch?v=cg8FnNge7X4,78699
PERSONAL DEVELOPMENT PROGRAM,"This is your time to reclaim your power and step boldly into the life you were always meant to live. Last Saturday, Reverend ...",Personal development,98Ywe9p1PQg,https://www.youtube.com/watch?v=98Ywe9p1PQg,1660
TOURISM CSEC SOCIAL STUDIES NOTES,"Remember to like, share and subscribe.",Social Studies,KkeQlbETi4s,https://www.youtube.com/watch?v=KkeQlbETi4s,16644
Science Myths #shorts #bluebox,To Public Ab Konsi Myth Ko Try Kiya Jaye.,Science,O5r_Jp3bvzY,https://www.youtube.com/watch?v=O5r_Jp3bvzY,51381225
How to start a small finance company? I JustStart,"In today's video, we will talk about how you can start your finance business by registering a small finance company. Also, watch ...",Business and finance,_WyShmoCmQE,https://www.youtube.com/watch?v=_WyShmoCmQE,57433
GED Social Studies - How to Get the Right Answers on the 2024 Test (2),Try the quiz yourself first! http://bit.ly/2lGaNnR (PDF) or http://bit.ly/2nSn7Cd (JPGs) * Here's the original GED study guide that this ...,Social Studies,LoDfsOPabuc,https://www.youtube.com/watch?v=LoDfsOPabuc,70580
10 Ways to Finance Your Business | Brian Tracy,"Where do you get money to finance a business? 68% of startup financing comes directly from the owner's pocket, but there are ...",Business and finance,BrE0wEivZM8,https://www.youtube.com/watch?v=BrE0wEivZM8,31184
I Played MM2 in DIFFERENT LANGUAGES…,"I Played MM2 in DIFFERENT LANGUAGES… today I played Murder Mystery 2 but every time I DIED, a wheel DECIDED which ...",languages,3StRzv2999A,https://www.youtube.com/watch?v=3StRzv2999A,1372413
Percentage #maths #mathtricks #navodaya #jnv #nvs #uppolice #mathstricks #reasoning,Percentage #maths #mathtricks #navodaya #jnv #nvs #uppolice #mathstricks #reasoning #mathstricks #maths #mathshorts ...,Mathematics,zxGe9e12mN0,https://www.youtube.com/watch?v=zxGe9e12mN0,140223
"Can British Guess European Languages (Hungary, Serbia, Georgia, Poland, France, Swedin, Germany)",World Friends Facebook https://www.facebook.com/people/World Do you think She can guess the European Countires? Please ...,languages,R7ViRmvmwuA,https://www.youtube.com/watch?v=R7ViRmvmwuA,1076710
&quot;Counting to Ten&quot; in 4 Languages (Part 2) | Kids Learn to Count - Numbers Song,"Count to Ten in different languages - English, German, Portuguese and Indonesian! Learn counting with this fun kids song. Join in ...",languages,izsodCZZnpI,https://www.youtube.com/watch?v=izsodCZZnpI,50170288
Railway Technician 2024 🤩 Science Expected Questions | Exam से पहले जरूर देखें #neerajsir,Railway Technician 2024 | RRB Tech Science Expected Questions | Exam से पहले जरूर देखें #neerajsir ...,Science,VfyJaIx69hg,https://www.youtube.com/watch?v=VfyJaIx69hg,114064
JHS2 - SOCIAL STUDIES - EDUCATION AND PRODUCTIVITY,Join Madam Anita Orchery-Asare on JHS Hour.,Social Studies,yH64iYSCloY,https://www.youtube.com/watch?v=yH64iYSCloY,2011
KVS PRT/TGT/PGT | PEDAGOGY UNIT -2 | Understanding Teaching Learning | by Kanika Mam,KVS PRT/TGT/PGT | PEDAGOGY UNIT -2 | Understanding Teaching Learning | by Kanika Mam Book Links KVS PRT ...,Education and Pedagogy,tdMxaQ_aO0I,https://www.youtube.com/watch?v=tdMxaQ_aO0I,11422
Self Development (cara untuk meningkatkan kualitas diri),Banyak orang yang ingin jadi Rafathar yaitu anak dari Raffi Ahmad yang merupakan salah seorang artis terkaya di Indonesia.,Personal development,zckqurf5KX8,https://www.youtube.com/watch?v=zckqurf5KX8,84390
Pitting Edema: A Case Study #fyp #mbbs #medicine #edema #diagnosis #bloodtest #medical,,Health and medicine,SRXyZVd87QY,https://www.youtube.com/watch?v=SRXyZVd87QY,286
50 Science Facts that Will Shock You,"Dive into a whirlwind of knowledge with 50 mind-blowing scientific facts! From cosmic wonders to microscopic marvels, discover ...",Science,8FxTgaHnbXE,https://www.youtube.com/watch?v=8FxTgaHnbXE,2162452
Zero Sugar Vs Normal Cold Drinks #scienceexperiment #science #ashusir #experiment #health #shorts,,Science,iNSBXLrcHTI,https://www.youtube.com/watch?v=iNSBXLrcHTI,9181295
Day 12 {Self Development},Day 12 {Self Development} . . . . . Growth Mindset LifeGoals Self Development Success Improve Yourself Discipline Productivity .,Personal development,1-x5D0omfFk,https://www.youtube.com/watch?v=1-x5D0omfFk,431
Restless Leg Syndrome (RLS) #physicianassistant #medicine #pastudent #restlesslegs #neurology #fyp,,Health and medicine,Z0Ga6OuXK2M,https://www.youtube.com/watch?v=Z0Ga6OuXK2M,454
Arts/Humanities Stream in Class 11th ? 🤔 Job Opportunities ?  Must Watch,Arts/Humanities Stream in Class 11th ? Job Opportunities ? Must Watch #class10 Click here for Notes ...,Arts and Humanities,ApjBZo09XxQ,https://www.youtube.com/watch?v=ApjBZo09XxQ,85370
Vlogmas ep2 |personal development |Fitness journey| Christmas photo shoot |life lately |unboxing,Hey lovies here is a vlogmas ep2 please do subscribe and like .As we prepare for 2025 .,Personal development,Pjr4tUg2LMQ,https://www.youtube.com/watch?v=Pjr4tUg2LMQ,56
Source of business finance | class-11 | business studies | day 3,Source of business finance | class-11 | business studies | day 3 | final revision. This is the third part of the video must watch first ...,Business and finance,bJdW2sqkbaM,https://www.youtube.com/watch?v=bJdW2sqkbaM,312160
Score 95+ in MATHS || 50 DAYS STRATEGY⚡️|| Class 10th,Udaan Achievers 2025: https://physicswallah.onelink.me/ZAZB/u80q2wjg Udaan Achievers 2025 PRO: ...,Mathematics,fcpEaZu-x9A,https://www.youtube.com/watch?v=fcpEaZu-x9A,176718
Maths vs Physics,shorts #physics #maths #edit.,Mathematics,_lfYn_p0Oho,https://www.youtube.com/watch?v=_lfYn_p0Oho,7874736
How to Build a Basic Financial Projection - Business Finance,http://GatewayCFO.com - Building a projection or budget for your business doesn't have to be a daunting task. Understanding ...,Business and finance,IuL0dWfd7Jk,https://www.youtube.com/watch?v=IuL0dWfd7Jk,580976
How Much Money Do Swiss Bankers Make?,,Business and finance,imrmqeSO32c,https://www.youtube.com/watch?v=imrmqeSO32c,4630294
Our ❤️ languages are quality time &amp; receiving 🎁 The #KiaSorento Plug-In Hybrid gives us both 🚗 #ad,,languages,vhSwk0p6jEE,https://www.youtube.com/watch?v=vhSwk0p6jEE,7835
The Blueprint to Developing your Communication Skills: Discover Why 16M🔥 Can&#39;t Stop Raving About It!,REINVENT Yourself with Powerful Communication! | Over 16 MILLION VIEWS | Epic Guide by Simerjeet Singh ...,Personal development,srn5jgr9TZo,https://www.youtube.com/watch?v=srn5jgr9TZo,17545086
Concepts of Health | PSM lecture | Community Medicine lecture | PSM made easy | PSM rapid revision,Notes - https://drive.google.com/file/d/14uzKyaRHEV2fBLrpknrD_579Ui9sPorJ/view?usp=drivesdk #conceptsofhealth #wellbeing ...,Health and medicine,kpWB5reLrmk,https://www.youtube.com/watch?v=kpWB5reLrmk,153975
गुड हेल्थ कैप्सूल छोड़ने के बाद वजन घट जाता है क्यों | Good health capsule | health rishi #ytshorts,good health capsule good health capsule ke good health capsule k fayde good health capsule review good health capsule ...,Health and medicine,V-RYyt0OJcw,https://www.youtube.com/watch?v=V-RYyt0OJcw,899513
CTET 14th Dec 2024 Complete Pedagogy CDP by Himanshi Singh,"In this video, we've discussed CDP All Topics questions for CTET 15th December 2024 by Himanshi Singh. ✍  Batch Join ...",Education and Pedagogy,FxACSBlBMT4,https://www.youtube.com/watch?v=FxACSBlBMT4,547790
Jim Rohn Motivational Speech | Time To Act,Every discipline effects your other disciplines Every letdown affects the rest of your performance Jim Rohn explains the ...,Personal development,NTigLmwADQo,https://www.youtube.com/watch?v=NTigLmwADQo,253285
"BE/B-TECH COMPUTER SCIENCE DESIGN, COMPUTER TECHNOLOGY, COMPUTER INFORMATION SCIENCE | Mother Mani","BE/B-TECH COMPUTER SCIENCE DESIGN, COMPUTER TECHNOLOGY, COMPUTER INFORMATION SCIENCE | Mother Mani ...",Computer Science and technology,x59tOJ7zQTA,https://www.youtube.com/watch?v=x59tOJ7zQTA,9695
LECTURE 12 | Languages Of India | J&amp;K Police constable exam | Languages Of India | #gkseries #jkp,LECTURE 12 | Language Of India | J&K Police constable exam | Language Of India | #gkseries #jkp Link to Download our App ...,languages,g3WermF-iuA,https://www.youtube.com/watch?v=g3WermF-iuA,14290
Lake Erie College School of Arts and Humanities,"The School of Arts, Humanities and Social Sciences provides the foundation of a liberal arts education that prepares students to ...",Arts and Humanities,moIvt1fPvqU,https://www.youtube.com/watch?v=moIvt1fPvqU,219
The Office &quot;NO GOD PLEASE NO&quot; in different languages,"Famous ""The Office"" Scene (S5E9) in 6 different languages : English, German, Latin Spanish, French, Italian, Brazilian ...",languages,mkJK_44YZ_I,https://www.youtube.com/watch?v=mkJK_44YZ_I,3212453
"Personality Development Question Paper| Ba, Bsc Bcom 1st year Personality Development paper 2024","Personality Development Question Paper| Ba, Bsc Bcom 1st year Personality Development paper 2024 Telegram Channel join ...",Personal development,DfHL5kI8LU8,https://www.youtube.com/watch?v=DfHL5kI8LU8,16764
"University of Indianapolis 2020 Arts, Humanities and Social Sciences Awards","Celebrating outstanding students in the Shaheen College of Arts & Sciences with a focus on Arts, Humanities and Social Sciences ...",Arts and Humanities,m2XI2gAMZFM,https://www.youtube.com/watch?v=m2XI2gAMZFM,359
RCA2024 Dean&#39;s Download: School of Arts &amp; Humanities | Royal College of Art,"In the first episode of our Dean's Downloads series for RCA2024, we catch up with Ken Neil, Dean of the School of Arts ...",Arts and Humanities,ThsEdGKOb-Q,https://www.youtube.com/watch?v=ThsEdGKOb-Q,310
